surname,
ჯოჯუა
კერესელიძე
შათირიშვილი
ნატროშვილი
ხომერიკი
კუპატაძე
ფხაკაძე
გელაძე
სვანიძე
ვაშაკიძე
მახარაშვილი
ხარაზიშვილი
გობეჯიშვილი
ღამბაშიძე
კილასონია
მუშკუდიანი
ბურდული
ყურაშვილი
ედიბერიძე
სანიკიძე
თევზაძე
მჟავანაძე
კილაძე
ციცქიშვილი
ფერაძე
ხატიაშვილი
ფხალაძე
ირემაშვილი
შანიძე
ბახტაძე
ფოფხაძე
მამედოვი
ვეკუა
მერებაშვილი
ჯიქია
გრძელიშვილი
ალადაშვილი
იმერლიშვილი
ბენდელიანი
წულაია
სიმონიშვილი
გოგიაშვილი
მღებრიშვილი
ჩხეიძე
ქურდაძე
ლომსაძე
ბოკუჩავა
ქუთათელაძე
ჩოხელი
პაიჭაძე
ავალიანი
ჩიტიშვილი
არჩვაძე
ჩიხრაძე
ჯანჯღავა
ახალკაცი
მაღრაძე
თაბაგარი
ჯანაშვილი
სხირტლაძე
ბალიაშვილი
ხიზანიშვილი
თოფურია
ჭუმბურიძე
ხუროშვილი
გოგინაშვილი
გაბისონია
რევაზიშვილი
კოპაძე
ნაკაშიძე
ჩაკვეტაძე
ზურაბიშვილი
ჟვანია
ბერიაშვილი
ხურცილავა
ტურაშვილი
ჩინჩალაძე
ლორია
დიასამიძე
კიკნაველიძე
ახალაია
ჯანაშია
გვასალია
გოგიჩაშვილი
ზარნაძე
თურმანიძე
პაპუაშვილი
ხმალაძე
ლურსმანაშვილი
ჭანკვეტაძე
ფიცხელაური
ნუცუბიძე
შალამბერიძე
გაჩეჩილაძე
ყიფიანი
ღუღუნიშვილი
შონია
ბაქრაძე
ჩახვაშვილი
ჩხარტიშვილი
ნეფარიძე
ქარჩავა
ქარდავა
ქორიძე
ქიტიაშვილი
ბერაძე
შეროზია
გოცირიძე
ცაავა
კირვალიძე
გიორგობიანი
გაგუა
ინასარიძე
აბუთიძე
ხიმშიაშვილი
საჯაია
შველიძე
ხარებაშვილი
კაკაურიძე
კაკულია
ჭეიშვილი
კუპრეიშვილი
ჩანქსელიანი
ნიკოლაიშვილი
კიკვაძე
თავაძე
ბაინდურაშვილი
გვაზავა
გაბრიჭიძე
სარალიძე
დევდარიანი
კვინიკაძე
ხორბალაძე
ქვლივიძე
მიქაბერიძე
დვალი
იაკობაშვილი
კახიძე
ლემონჯავა
გუგულაშვილი
პაპუნაშვილი
გვენეტაძე
ნიქაბაძე
მამალაძე
სურმანიძე
ასათიანი
მელიქიშვილი
ქარცივაძე
დევიძე
ქობალია
კუტალაძე
კახნიაშვილი
კაჭარავა
ზურაბაშვილი
სადაღაშვილი
ტატიშვილი
ცარციძე
ჩანადირი
ალიევი
ხურციძე
ნასყიდაშვილი
რამიშვილი
კალანდია
ჩაფიძე
ცირეკიძე
ქვათაძე
მაზმიშვილი
კაციტაძე
ილურიძე
გუმბერიძე
მდივანი
ბელქანია
ხაჭაპურიძე
ბუჩუკური
მინდიაშვილი
ჯაჯანიძე
ლომთაძე
ბიბილაშვილი
ღლონტი
ჯაყელი
ბეგაშვილი
კოხრეიძე
ალანია
დემეტრაშვილი
ბასილაშვილი
სებისკვერაძე
როსტომაშვილი
ედიშერაშვილი
ჩხიკვაძე
კვაჭანტირაძე
ქველაძე
ხარშილაძე
ავსაჯანიშვილი
პაპავა
კაჭკაჭაშვილი
შარიქაძე
ასლამაზიშვილი
შურღაია
ზარანდია
ზარიძე
ბაგალიშვილი
გოგსაძე
შაქარაშვილი
ბეჟაშვილი
ცხადაძე
შეყილაძე
ღაჭავა
სიგუა
კანდელაკი
გოგიჩაიშვილი
ოთარაშვილი
გოგიბერიძე
მიქავა
კუპრაშვილი
კაკაბაძე
გორგაძე
ელბაქიძე
მარტიაშვილი
ჩხეტიანი
ხომასურიძე
გოგატიშვილი
ჯანელიძე
ჩუთლაშვილი
ბაღათურია
გაბარაშვილი
ცუხიშვილი
ცომაია
კვირიკაშვილი
არღვლიანი
კამლაძე
ზუბაშვილი
რუხაძე
მელქაძე
გზირიშვილი
მებონია
პაპიძე
კასრაძე
დურგლიშვილი
სოფრომაძე
ქიტოშვილი
სახვაძე
ირემაძე
ანთია
სულაბერიძე
ხარებავა
ფანცულაია
შიუკაშვილი
ვეფხვაძე
ბურჯანაძე
ჩალაძე
გვარამია
ღურწკაია
კოჭლამაზაშვილი
ჭყონია
ხარჩილავა
ახალკაციშვილი
გურჩიანი
დადიანი
პერანიძე
ბოსტოღანაშვილი
მანაგაძე
ცხოვრებაძე
ოდიკაძე
ბეგიაშვილი
ჭიღლაძე
კვაშილავა
გუგუჩია
ლობჯანიძე
ჯალაბაძე
გურაშვილი
ქალდანი
შამათავა
ჭიკაძე
გუჯეჯიანი
გავაშელი
მაზიაშვილი
ნემსაძე
მამისაშვილი
ერაძე
გოგუა
გაბუნია
სულამანიძე
რიჟამაძე
თვაური
ადამია
ბეჭვაია
გაბელია
ნადარაია
ტვილდიანი
ადეიშვილი
კორაშვილი
ხვიჩია
ალიევა
ოსიაშვილი
აფხაზავა
ქირია
გიგინეიშვილი
ჩილინდრიშვილი
სურმავა
ოქროპირიძე
ციხელაშვილი
კიკილაშვილი
ყაველაშვილი
მაღალდაძე
მენაბდე
გველესიანი
მელაშვილი
ღუდუშაური
კაციაშვილი
გილიგაშვილი
ურუმაშვილი
ჯავაშვილი
შანავა
ყალიჩავა
შანყულაშვილი
კოპალიანი
ვარაზაშვილი
გოზალიშვილი
იოსელიანი
გუგეშაშვილი
თედიაშვილი
ჩიტაძე
ლალიაშვილი
ნაცვლიშვილი
მახათაძე
ჯანიაშვილი
ბლიაძე
ძნელაძე
მიროტაძე
ზოიძე
იარაჯული
გაზდელიანი
ნათენაძე
კევლიშვილი
გოგუაძე
ფაღავა
ბენაშვილი
თავართქილაძე
ზირაქაშვილი
ასლანიშვილი
ძამუკაშვილი
ვაშაყმაძე
გოგილაშვილი
ზურაშვილი
მირიანაშვილი
მესხიშვილი
პატარაია
კვანტალიანი
ხორავა
ვადაჭკორია
თამაზაშვილი
დუმბაძე
ქურციკიძე
გოგოჭური
ჭანტურიძე
მეზვრიშვილი
თეგეთაშვილი
თვალიაშვილი
ალავიძე
ოთიაშვილი
ქავთარაშვილი
დათაშვილი
ნინოშვილი
ორაგველიძე
ჭელიშვილი
ფოლადაშვილი
სულაძე
ვარდოსანიძე
ფოჩხუა
გუსეინოვი
ნიკოლეიშვილი
გოგიტიძე
ჯანგულაშვილი
ჭითანავა
ოსეფაშვილი
გურეშიძე
მესხია
ოდიშელიძე
შუკაკიძე
ფორჩხიძე
ხიდაშელი
სოხაძე
გიორგიძე
ნიკოლაშვილი
სისვაძე
ქანთარია
ცაბაძე
ჩალათაშვილი
ზაზაძე
ხუბუა
ტყებუჩავა
კაკალაშვილი
თენაძე
რატიანი
ვაჩეიშვილი
ქაჩლიშვილი
შუბლაძე
ხალვაში
მაზანიშვილი
დევნოზაშვილი
გოგაძე
ჭიჭინაძე
დორეული
გორდელაძე
წულუკიძე
გეთიაშვილი
კუბლაშვილი
ანთაძე
მაჩიტიძე
ძაძამია
ვარდანაშვილი
თირქია
ხარბედია
ბაგრატიონი
მიქაია
როგავა
ჯალიაშვილი
ლაბაძე
ფარცვანია
ელიზბარაშვილი
მიქიაშვილი
ნაკაიძე
ცქიტიშვილი
ხოსიტაშვილი
ბუზალაძე
მურვანიძე
სარქისიანი
ბანცაძე
ფაცაცია
თოიძე
ლაზარაშვილი
ფოცხვერაშვილი
სულაქველიძე
კირთაძე
დარბაიძე
გოცაძე
ხუსკივაძე
ბულია
თათარაშვილი
მიდელაშვილი
მიმინოშვილი
ქარქაშაძე
შოშიაშვილი
დარახველიძე
სანაია
ზაზაშვილი
ჭედია
გუსეინოვა
ელიკაშვილი
კობაიძე
ჩახუნაშვილი
ბირკაძე
დავლაძე
ბანძელაძე
თეთრაძე
შაინიძე
ჭყოიძე
ქუმსიაშვილი
კონჯარია
სამსონიძე
ფარქოსაძე
ჯულაყიძე
ჭკადუა
ციმინტია
წურწუმია
წაქაძე
მეკოკიშვილი
ხიზანაშვილი
ცანავა
სალუქვაძე
ხითარიშვილი
მურჯიკნელი
ტაბაღუა
ჭიჭიაშვილი
სამადაშვილი
იობაშვილი
აბდუშელიშვილი
ესიაშვილი
გაბედავა
ჯიქიძე
ჭიკაიძე
ნინუა
ენუქიძე
წიწილაშვილი
ბერულავა
გაბაძე
კორკოტაძე
ბაბუნაშვილი
კიპაროიძე
ნადიბაიძე
თხელიძე
არჩუაძე
ნარიმანიძე
ქვარცხავა
კუპრაძე
ბეროშვილი
ძინძიბაძე
მუკბანიანი
კახაძე
ანდღულაძე
ძიძიკაშვილი
გუჯაბიძე
ბარაბაძე
ხოზრევანიძე
ტერუნაშვილი
ჯიშკარიანი
დათუნაშვილი
კაცაძე
მახარობლიშვილი
გოგობერიშვილი
გულუაშვილი
ბლუაშვილი
ლომთათიძე
ჯალაღანია
ბიძინაშვილი
ძამაშვილი
ფრუიძე
მენთეშაშვილი
ზვიადაური
ქისტაური
შავიძე
ობოლაძე
ნემსწვერიძე
მათიაშვილი
ჭიტაძე
ავალიშვილი
ღარიბაშვილი
გრძელიძე
გელიაშვილი
კობალაძე
კვიციანი
ნამორაძე
კვიკვინია
მაისაშვილი
კაზარიანი
კლდიაშვილი
იმედაშვილი
ჩაჩუა
ბაძაღუა
ზაუტაშვილი
ბიგვავა
ლაშხია
გიუნაშვილი
კინწურაშვილი
ხავთასი
სიფრაშვილი
ლაშქარაშვილი
ერისთავი
ბარათაშვილი
შარაბიძე
თადიაშვილი
ზაქაიძე
გასანოვა
კუცია
მერკვილაძე
ჩიტაია
ლელაძე
ჩოქური
ოტიაშვილი
შერმადინი
თუთარაშვილი
ნინიაშვილი
ნაზღაიძე
ბირკაია
ბარნაბიშვილი
სოლოღაშვილი
ოსაძე
ბეკოშვილი
ქებურია
გულიკაშვილი
თედორაძე
შაყულაშვილი
ისმაილოვი
დაბრუნდაშვილი
მურადიანი
გვარამაძე
გუბელაძე
ბახტურიძე
კიკალიშვილი
ვარდიაშვილი
კოპალეიშვილი
ნავერიანი
ჯობავა
ოჩხიკიძე
ჭაბაშვილი
კვიჟინაძე
სოლომნიშვილი
ბუკია
წიქარიშვილი
მურადოვა
გირგვლიანი
ბორცვაძე
ქრისტესიაშვილი
ცხოვრებაშვილი
მხეიძე
ხმელიძე
მარგველაშვილი
ობოლაშვილი
ომიაძე
ხაბულიანი
ეფრემიძე
გიგოლაშვილი
მწყერაშვილი
უტიაშვილი
ჯაფოშვილი
გობეჩია
არჩაია
გრიგოლია
მაჩიტაძე
უდესიანი
კაკიაშვილი
ლატარია
კოსტავა
ნიშნიანიძე
ზერეკიძე
ჩხიტუნიძე
გორგოძე
დავითაია
ფანჩულიძე
გახარია
ჩუხრუკიძე
შვანგირაძე
გურული
გოგაშვილი
ბედოშვილი
წიქარიძე
დიდებაშვილი
მირზაშვილი
შერვაშიძე
ტყეშელაშვილი
ლელაშვილი
არჯევანიძე
სიორდია
თათრიშვილი
მიხელიძე
მამასახლისი
მანჩხაშვილი
ჯაფიაშვილი
ტარტარაშვილი
პაპაშვილი
ვარდანიძე
ბუაძე
ხარატიშვილი
მოსეშვილი
მგალობლიშვილი
პატაშური
იმნაიშვილი
ორველაშვილი
ტყაბლაძე
გოგიძე
კორკოტაშვილი
ასლამაზაშვილი
თევდორაძე
გონაშვილი
ჯაშიაშვილი
ტლაშაძე
სუბელიანი
კოხტაშვილი
მალაზონია
ბეჟიტაშვილი
ეპიტაშვილი
თუთბერიძე
ჭაბუკიანი
ელოშვილი
პერტაია
შარაშენიძე
ყულიაშვილი
ქეთელაური
კალანდარიშვილი
კარანაძე
მურუსიძე
ქენქაძე
არსენაშვილი
ახობაძე
ბეჟანიშვილი
ჯიბლაძე
ბასილაძე
ადუაშვილი
ინდუაშვილი
ქიზიყურაშვილი
სახელაშვილი
კაკაშვილი
ჯალაღონია
ბეჟანიძე
ასპანიძე
კვესელავა
ოქრიაშვილი
ზაქარაია
აბრამაშვილი
ბერაია
მამუკიშვილი
შუკვანი
ხელაშვილი
სუხიტაშვილი
ყოჩიაშვილი
ამირანაშვილი
ლონდარიძე
დარჩია
ცხვედიანი
ელიაშვილი
ბუხრიკიძე
გერგაია
სანებლიძე
ბაიდაური
მუზაშვილი
გაბაშვილი
ღვინიანიძე
სეფაშვილი
თაბორიძე
ხოკრიშვილი
ქემაშვილი
ტუკვაძე
ნინიკაშვილი
სოსელია
ბერძენიშვილი
ჩახაია
ძირკვაძე
პაპუკაშვილი
შუბაშიშვილი
თოლორდავა
მირცხულავა
ხუნაშვილი
გოგბერაშვილი
სტეფანიშვილი
ნაცვალაძე
შიოშვილი
ფირცხალავა
ძიძიგური
უბირია
ვასაძე
მიქაუტაძე
ჯელაძე
ზანგალაძე
მდინარაძე
ყველაშვილი
უძილაური
ბაზერაშვილი
ჭანია
ომანაძე
ტატუნაშვილი
კოშაძე
წივილაშვილი
ბალახაძე
ვერულაშვილი
ქადარია
შაორშაძე
გასანოვი
ამონაშვილი
სხულუხია
ესაკია
ბჟალავა
დევაძე
ვალიევა
შელია
ხულორდავა
ღვალაძე
ბროძელი
ქადაგიშვილი
შავიშვილი
ყაულაშვილი
ურიდია
დობორჯგინიძე
თუშიშვილი
კახაბრიშვილი
მოლაშხია
ზურაბიანი
გელოვანი
ბითაძე
ზენაიშვილი
ელისაშვილი
ნადარეიშვილი
გვიშიანი
გორგილაძე
მამნიაშვილი
მიგრიაული
ავაზაშვილი
გვენცაძე
ყელბერაშვილი
იაკობაძე
ხოხობაშვილი
ჯაიანი
აფრასიძე
ჩქარეული
ხუბულური
მოსახლიშვილი
ნახუცრიშვილი
ყვავაძე
ლორთქიფანიძე
არაბიძე
დათუკიშვილი
ქევხიშვილი
კორინთელი
ბუჯიაშვილი
წოწინაშვილი
ოდიშვილი
ბაღდავაძე
სამყურაშვილი
სუჯაშვილი
გულბანი
დავითაძე
სიდამონიძე
სამუშია
ცინდელიანი
სულხანიშვილი
დარასელია
დავაძე
ლაგვილავა
ყრუაშვილი
ბარლიანი
სხილაძე
გილაშვილი
შეწირული
აგლაძე
ქობლიანიძე
ციციშვილი
ზეინალოვა
ბერდელიძე
კანდელაკიშვილი
ბატიაშვილი
ზექალაშვილი
ველიჯანაშვილი
ბეგლარაშვილი
უჩავა
მაღლაფერიძე
კოხოძე
ბარკალაია
ჭოლაძე
ტაკიძე
კრავეიშვილი
ტერაშვილი
კუზიბაბაშვილი
არქანია
ჭიაურელი
ხოფერია
ნაბიევა
თარხნიშვილი
გაროზაშვილი
ფილიშვილი
ხუნდაძე
ლაზარიაშვილი
ისაკაძე
ბერუკაშვილი
მინაშვილი
ფალავანდიშვილი
სილაგაძე
რუსია
თაბუკაშვილი
კუკუნაშვილი
გოგებაშვილი
ბირთველიშვილი
კაიშაური
საღინაძე
არუთინაშვილი
ტურაბელიძე
კეკუტია
დუდუჩავა
ჯარმელიშვილი
გუნცაძე
ჯანგიანი
გასვიანი
ერემეიშვილი
დოგრაშვილი
სეხნიაშვილი
ქოქიაშვილი
ელერდაშვილი
ჯებისაშვილი
დაუთაშვილი
კუხიანიძე
ჭაფოძე
ებრალიძე
ქოჩორაშვილი
ქშუტაშვილი
თითმერია
არუნაშვილი
ბურძენიძე
კვეტენაძე
ბეროზაშვილი
ბუგიანიშვილი
მეგრელიძე
ალახვერდიევი
ტეფნაძე
საღლიანი
სელიმაშვილი
კვირკველია
ბაკურიძე
კეკუა
ვანიშვილი
გუგუშვილი
კუჭავა
ქობელაშვილი
ლაფანაშვილი
ყარსიმაშვილი
კუპრავა
გოჩიაშვილი
მარღიშვილი
ჩაჩხიანი
მიქიანი
გეჯაძე
ინწკირველი
ჭიაბერაშვილი
ფირანიშვილი
არახამია
აივაზაშვილი
ძველაია
ჩალაური
მშვილდაძე
ხუციძე
ლიპარტია
ჩაჩავა
აროშიძე
ღამბარაშვილი
ჯანჯალაშვილი
თინიკაშვილი
გაბიძაშვილი
კენჭოშვილი
ლუარსაბიშვილი
გოგოტიშვილი
ჩერქეზიშვილი
კორძაია
კუკავა
ღვედაშვილი
ხაინდრავა
ხარაშვილი
იაკობიშვილი
მანგოშვილი
აბშილავა
სოზაშვილი
ნერგაძე
ხუბულავა
მანველიშვილი
მოსულიშვილი
ბერბიჭაშვილი
ფილაური
ლუაშვილი
საძაგლიშვილი
სადუნიშვილი
ხოსრუაშვილი
მურღვლიანი
მამალაშვილი
ტორჩინავა
ეჯიბაძე
გაბიტაშვილი
გაბათაშვილი
ბეჟუაშვილი
ჭურღულია
მარკოზაშვილი
ჩარგეიშვილი
ბუიღლიშვილი
ნოდია
მჟავია
ციკოლია
ბაციკაძე
მესაბლიშვილი
პირველი
ჯაბუა
ქიქავა
ზუხბაია
ვაჭარაძე
უხურგუნაშვილი
ტაბიძე
ბერელიძე
ქურასბედიანი
აკობია
ჯღამაძე
ნანეიშვილი
ჩიკვაიძე
აფრიაშვილი
გონგლაძე
ისმაილოვა
ანდრიაშვილი
ნარუშვილი
ხმიადაშვილი
გოდერძიშვილი
ლეშკაშელი
ბარდაველიძე
ამბოკაძე
ყიფშიძე
ტრაპაიძე
გუდავაძე
ბოხუა
კიკაბიძე
ოზაშვილი
იაშაღაშვილი
ბიბიაშვილი
ნასარიძე
ჯელია
ქალიაშვილი
ხეცურიანი
გადელია
დემურაშვილი
გერლიანი
გოლეთიანი
ლიქოკელი
დგებუაძე
თვალაბეიშვილი
ბალახაშვილი
ნადაშვილი
მორგოშია
ბოჭოიძე
გომარელი
სუხიშვილი
ჟამურელი
ჩიტუაშვილი
გუნია
ჰუსეინოვი
კარელიძე
ებანოიძე
კაკაჩია
ფილფანი
ლომიშვილი
გოდოლაძე
ჩიტორელიძე
ბერიძიშვილი
შოშიტაშვილი
გვრიტიშვილი
ჩიბურდანიძე
გეთია
ბიბიჩაძე
გორდეზიანი
ვარსიმაშვილი
თოფჩიშვილი
გაგოშიძე
ონიკაშვილი
დღვილავა
კოტორაშვილი
ცაციაშვილი
ხუმარაშვილი
ბოგვერაძე
დავითულიანი
შაიშმელაშვილი
ხვადაგიანი
ნონიკაშვილი
ლაზაშვილი
ხუჭუა
გულუა
ივანაშვილი
მარგოშვილი
მაყიშვილი
მექვაბიშვილი
ენდელაძე
ზარდიაშვილი
მარკოზია
ნათაძე
დოლიაშვილი
საგინაძე
ზაბახიძე
ჯაოშვილი
იუსუბოვი
მოძღვრიშვილი
ჩიქობავა
ფრიდონაშვილი
ტიგინაშვილი
გაბელაია
ბუბუნაური
შიშინაშვილი
ქაროსანიძე
ბიჩინაშვილი
ქობულაძე
ქააძე
კეშელავა
კობეშავიძე
ფაილოძე
თუმანიშვილი
გოჩიტაშვილი
ვარდიძე
ქინძოძე
გომელაური
საყვარელიძე
ლარცულიანი
პაჭკორია
ედილაშვილი
დიღმელაშვილი
გიგილაშვილი
ნაზაროვა
ცხომელიძე
დანელიშვილი
არდემანაშვილი
იასეშვილი
ქუქჩიშვილი
კვირიკაძე
ფუტკარაძე
ქიზიყელაშვილი
სანოძე
ბეშკენაძე
ბუთხუზი
ოსიტაშვილი
ჭანუყვაძე
ხაბაზიშვილი
ბულაცაშვილი
გულედანი
გოფოძე
თამარაშვილი
შანშიაშვილი
ცინარიძე
ლომინაძე
გოდერიძე
ქობალავა
თაკალანძე
სუთიძე
ნაბიევი
ლებანიძე
თოლორაია
ლუტიძე
გამეზარდაშვილი
აზიკური
ლომაია
პატარიძე
რუხაია
მანჯავიძე
ბაკაშვილი
ხალილოვა
ბაზუაშვილი
ღავთაძე
ჯარიაშვილი
ზუბიტაშვილი
ხუხია
ჟიჟიაშვილი
ჭანკოტაძე
ბაღაშვილი
მედულაშვილი
თათოშვილი
მარუაშვილი
კერატიშვილი
ქარენაშვილი
ზაქარიაძე
წკრიალაშვილი
გოგოძე
აზრუმელაშვილი
მარგიანი
გოგოლაური
ნოღაიდელი
ჭუმბაძე
კვასტიანი
ხუცურაული
ხელაძე
მანჯგალაძე
ბერიანიძე
ლეკვეიშვილი
ლეკიაშვილი
ცოცხალაშვილი
ბობოხიძე
ბარნოვი
მარღია
ლუკავა
ტერტერაშვილი
ქაშიბაძე
ზვიადაძე
მოწყობილი
მანია
ჭაღალიძე
ქუშაშვილი
კოპლატაძე
მასურაშვილი
მაცაბერიძე
შედანია
დოლაკიძე
ბერიკაშვილი
რომანაძე
მანუკიანი
იობიძე
ბადალოვა
დეკანოსიძე
ჭიპაშვილი
ცინაძე
ქვარაია
გიგანი
ტუჩაშვილი
ჭულუხაძე
ცქვიტაია
ძიძიშვილი
მთავრიშვილი
ორჯონიკიძე
ავეტისოვი
ცნობილაძე
ღვაბერიძე
ჯამაგიძე
იაშვილი
ბებია
საბაშვილი
ჯღარკავა
დავითიანი
მამფორია
ბადაგაძე
კაცობაშვილი
მამაცაშვილი
ჯანგირაშვილი
ბუზიაშვილი
გვიმრაძე
უგლავა
ვალიშვილი
გადრანი
სარჯველაძე
გაბრიჩიძე
ფურცელაძე
დეკანაძე
დეკანოიძე
წამალაშვილი
წასიძე
ჩიგოგიძე
გოგავა
კოკაია
ცენტერაძე
შკუბულიანი
გიგუაშვილი
ჩხარჩხალია
რაფავა
სუხაშვილი
ხოჭოლავა
დოლაბერიძე
კასაბური
რუაძე
ხოხაშვილი
ოზბეთელაშვილი
ბუხნიკაშვილი
ტეტუნაშვილი
მედოიძე
მირინაშვილი
კუხალეიშვილი
ცალანი
ვარდოშვილი
რთველიაშვილი
ლომია
ბაგაშვილი
დოიჯაშვილი
ლოხიშვილი
მარსაგიშვილი
გუდაძე
ბედიაშვილი
მებაღიშვილი
შეთეკაური
სანდაძე
ბრეგაძე
ჯიჯელავა
მეტონიძე
გამცემლიძე
კოზმანაშვილი
ყუბანეიშვილი
ლილუაშვილი
ალექსიშვილი
სარიშვილი
არუთინოვი
ჯახველაძე
შარაშიძე
ბაირამოვა
ითაშვილი
კეკელია
ვაშაძე
ჟორჟოლაძე
ჯაბანაშვილი
ბაბილოძე
ბაზანდარაშვილი
მესტვირიშვილი
ფურელიანი
მულაძე
ქერდიყოშვილი
ლომიტაშვილი
ჯაფაროვა
არდოტელი
ყვარელაშვილი
თეზელაშვილი
კიკალეიშვილი
ნიგურიანი
სულავა
ასამბიანი
სუქნიძე
კეზევაძე
ყეინაშვილი
კედელაძე
ჩხვიმიანი
ახალაძე
ჭონქაძე
ჩოჩუა
სახოკია
მექვევრიშვილი
კიკოლაშვილი
ჯანხოთელი
მუსტაფაევა
ორმოცაძე
შავერდაშვილი
ჯეირანაშვილი
გელხაური
მეფარიშვილი
მემმედოვა
ეძგვერაძე
მერკვილიშვილი
მირველაშვილი
სვანიშვილი
შაფაქიძე
მოსია
სივსივაძე
სიდამაშვილი
ფაჩულია
მამულაძე
ჩოთალიშვილი
მაქაძე
უკლება
გარიშვილი
გერმანიშვილი
ციცხვაია
დოდაშვილი
ალაფიშვილი
კრაწაშვილი
თვალთვაძე
მექვაბიძე
ჭავჭავაძე
მაკაროვი
სარდლიშვილი
მსხილაძე
მამუკაშვილი
ავაქოვი
ქოროღლიშვილი
მამადაშვილი
ნემსიწვერიძე
წულეისკირი
ახალბედაშვილი
მახმუდოვა
ტაგანაშვილი
კაშია
ზიბზიბაძე
გოგიტაური
დოხნაძე
შავლიაშვილი
ხიჯაკაძე
ნაფეტვარიძე
თანდაშვილი
დულარიძე
ქიმერიძე
გურგენიშვილი
გუმაშვილი
აბზიანიძე
მერმანიშვილი
ოქროპილაშვილი
გოგელია
ზარქუა
სართანია
ბაირამოვი
ივარდავა
ძაგანიშვილი
ნანსყანი
ჯინჭველაშვილი
წითელაშვილი
ბულბულაშვილი
ინანაშვილი
სულიკაშვილი
ბაჯიაშვილი
გულორდავა
დუნდუა
მათეშვილი
ლაცუზბაია
ფატარიძე
გორდაძე
მატუა
საბიაშვილი
კერვალიძე
სეიდოვა
კვირჭიშვილი
იაკობიძე
ხარატიანი
გრიგორიანი
კარდენახიშვილი
ქათიბაშვილი
კობიაშვილი
გვილავა
მოლაშვილი
ურუშაძე
უცუნაშვილი
გიორგაშვილი
იაღანაშვილი
ლოლიშვილი
თევდორაშვილი
მდივნიშვილი
დარჯანია
სალდაძე
ღლიღვაშვილი
თავდიშვილი
ჩოკოშვილი
ქოჩქიანი
ყანაშვილი
ხვიჩავა
სონღულაშვილი
შამუგია
მამასტარაშვილი
გამისონია
ციმაკურიძე
თაბუაშვილი
კვირტია
გვირჯიშვილი
აბალაკი
მარხვაიძე
კვიცარიძე
ჩალიგავა
მეკოშკიშვილი
დონაძე
ოდოშაშვილი
მენაფირე
ეფენდიევა
ჩაბოშვილი
ტარიელაშვილი
არაყიშვილი
მანდარია
მიდელაური
ლაფაჩიშვილი
ფირცხელავა
ცირიკიძე
გიორგანაშვილი
გათენაძე
ზატუაშვილი
მიქელბაია
მარაული
ხანდოლიშვილი
სარალიშვილი
ხასია
მუსტაფაევი
კურდღელაშვილი
ახმედოვა
მარდალეიშვილი
აგაჯანოვი
ხახვიაშვილი
ცისკარიშვილი
ბეციაშვილი
აჩელაშვილი
მიქელაიშვილი
გადილია
ლეკაშვილი
გამგებელი
ბურჭულაძე
ჯიღაური
კურბანოვი
იაგანაშვილი
თურვანდიშვილი
